ID,Age,Overall,Potential,Value,Wage,name,nationality,position,overall,age,hits,potential,team,Latitude,Longitude
215720,26,69,69,900000.0,5000.0,Marko Vešovic,Montenegro,RB|RM,69,28,0,69,Legia Warszawa ,42.0,19.0
230824,20,69,81,1600000.0,4000.0,Pedro Pereira,Portugal,RWB|RB|RM|RW,70,22,1,81,Bristol City ,39.5,-8.0
200105,27,69,71,1000000.0,4000.0,Johan Kappelhof,Netherlands,RB|CB,68,29,1,68,Chicago Fire Soccer Club ,52.5,5.75
140201,36,69,69,375000.0,3000.0,Yoshito Okubo,Japan,ST|CAM,67,38,0,67,Júbilo Iwata ,36.0,138.0
202154,31,69,69,950000.0,9000.0,Fabian Bordagaray,Argentina,ST|RM,69,33,0,69,Club Atlético Banfield ,-34.0,-64.0
213418,22,69,76,1500000.0,1000.0,Chuba Akpom,England,ST,73,24,10,78,PAOK ,54.0,-2.0
230314,26,69,69,750000.0,11000.0,Kaíque Mutto,Brazil,GK,69,28,1,69,Atlético Mineiro ,-10.0,-55.0
237994,20,69,82,2000000.0,7000.0,Nahuel Barrios,Argentina,LM|CF|LW,69,22,2,78,Defensa y Justicia ,-34.0,-64.0
190634,28,69,71,1000000.0,4000.0,Gastón Sauro,Argentina,CB,70,30,1,70,Deportivo Toluca ,-34.0,-64.0
199339,29,69,69,700000.0,7000.0,Manuel Riemann,Germany,GK,71,31,1,71,VfL Bochum 1848 ,51.0,9.0
207531,27,69,70,1000000.0,6000.0,Stefan Thesker,Germany,CB,68,29,0,68,Holstein Kiel ,51.0,9.0
230315,30,69,69,675000.0,7000.0,Ailton Cardenhas,Brazil,GK,71,20,0,71,Santos ,-10.0,-55.0
222636,22,69,76,1500000.0,9000.0,Grejohn Kyei,France,ST,67,24,0,74,Servette FC ,46.0,2.0
213933,21,69,76,1300000.0,6000.0,Linus Wahlqvist,Sweden,RB|CB|RM,66,23,1,72,SG Dynamo Dresden ,62.0,15.0
143022,33,69,69,625000.0,6000.0,Gustavo Lorenzetti,Chile,CM|CAM,69,35,0,69,Deportes Iquique ,-30.0,-71.0
240046,24,69,72,1300000.0,6000.0,João Victor,Brazil,LM|CF|LW,75,26,2,76,VfL Wolfsburg ,-10.0,-55.0
214703,31,69,69,650000.0,2000.0,Diego Sánchez,Chile,GK,69,33,1,69,Unión Española ,-30.0,-71.0
223151,20,69,81,1900000.0,10000.0,Dimitri Oberlin,Switzerland,ST|RM|LM,69,22,8,76,SV Zulte Waregem ,47.0,8.0
223920,28,69,69,850000.0,10000.0,Anastasios Avlonitis,Greece,CB,70,30,1,70,SK Sturm Graz ,39.0,22.0
231089,20,69,81,1700000.0,6000.0,Ibrahima Sissoko,France,CM,70,22,1,79,RC Strasbourg Alsace ,46.0,2.0
198322,32,69,69,600000.0,10000.0,Aguilera,Spain,CDM,68,34,0,68,AD Alcorcón ,40.0,-4.0
201138,26,69,72,925000.0,3000.0,Zacharie Boucher,France,GK,69,28,0,71,AJ Auxerre ,46.0,2.0
232882,22,69,79,1700000.0,6000.0,Kento Misao,Japan,CDM|CM,71,24,1,76,Kashima Antlers ,36.0,138.0
199347,27,69,70,1000000.0,6000.0,Timo Beermann,Germany,CB,70,29,0,70,1. FC Heidenheim 1846 ,51.0,9.0
203699,29,69,69,1100000.0,5000.0,Gaëtan Courtet,France,ST,70,31,0,70,Athlétic Club Ajaccio ,46.0,2.0
222643,23,69,74,1200000.0,9000.0,Jordan Silva,Mexico,RB|CB,68,25,0,74,Club Tijuana ,23.0,-102.0
236723,21,69,80,1600000.0,9000.0,Fodé Ballo-Touré,France,LB|LM,73,23,4,79,AS Monaco Football Club SA ,46.0,2.0
183987,29,69,69,800000.0,9000.0,Stefano Celozzi,Germany,RWB|RB|CDM|RW,67,31,0,67,VfL Bochum 1848 ,51.0,9.0
202164,26,69,71,1100000.0,4000.0,Perry Kitchen,United States,CDM|CM,67,28,0,68,LA Galaxy ,38.0,-97.0
204468,26,69,70,1200000.0,9000.0,Tom Weilandt,Germany,RM|LM|CAM,68,28,0,68,VfL Bochum 1848 ,51.0,9.0
210868,30,69,69,775000.0,5000.0,José Mari,Spain,CDM|CM,70,32,0,70,Cádiz CF ,40.0,-4.0
234164,25,69,72,1100000.0,5000.0,Fábio China,Portugal,LB,69,28,0,69,Marítimo ,39.5,-8.0
238004,21,69,81,1900000.0,6000.0,Albert Gu?mundsson,Iceland,CAM|RW|LW,70,23,3,77,AZ ,65.0,-18.0
193461,28,69,69,1100000.0,4000.0,Fredy,Angola,LM|CAM,71,30,0,71,Antalyaspor ,-12.5,18.5
223671,21,69,78,1400000.0,10000.0,Stefan Posch,Austria,RB|CB,74,23,1,80,TSG 1899 Hoffenheim ,47.33,13.33
227511,21,69,79,1500000.0,3000.0,Nicolai Rapp,Germany,CB,69,23,2,79,SV Darmstadt 98 ,51.0,9.0
234679,21,69,81,1700000.0,28000.0,Philippe Sandler,Netherlands,CB,70,23,8,78,RSC Anderlecht ,52.5,5.75
242359,21,69,77,1300000.0,4000.0,Jorge Fernandes,Portugal,CB,67,23,2,74,Kasimpasa SK ,39.5,-8.0
205496,30,69,69,675000.0,2000.0,Nicolas,Brazil,GK,69,32,0,69,Udinese ,-10.0,-55.0
211384,23,69,75,1400000.0,6000.0,Jamal Lowe,England,RM|CAM|RW,68,26,2,71,Wigan Athletic ,54.0,-2.0
233400,24,69,77,1300000.0,2000.0,Jakob Glesnes,Norway,CB,69,26,0,74,Philadelphia Union ,62.0,10.0
183480,28,69,69,825000.0,5000.0,Jordan Spence,England,RB,68,30,1,68,ADO Den Haag ,54.0,-2.0
190648,29,69,69,800000.0,9000.0,Sandro Sirigu,Germany,RB|LB|RM,67,31,1,67,Chemnitzer FC ,51.0,9.0
205753,25,69,70,1200000.0,11000.0,Edgar Salli,Cameroon,RM|LM,66,27,1,66,Sepsi OSK Sfântu Gheorghe ,6.0,12.0
227513,22,69,77,1300000.0,1000.0,Cristian Arrieta,Colombia,RB,69,24,0,75,América de Cali ,4.0,-72.0
218298,24,69,75,1100000.0,2000.0,Saturnin Allagbé,Benin,GK,71,26,1,75,Chamois Niortais Football Club ,9.5,2.25
233146,26,69,71,1000000.0,5000.0,Shintaro Kurumaya,Japan,LB,70,28,1,70,Kawasaki Frontale ,36.0,138.0
185018,29,69,69,1000000.0,5000.0,Jean-Pascal Fontaine,France,CDM|CM,67,31,0,67,Havre Athletic Club ,46.0,2.0
195258,29,69,69,800000.0,7000.0,Lukas Schmitz,Germany,LB,69,31,1,69,Wolfsberger AC ,51.0,9.0
188091,25,69,72,1300000.0,17000.0,Fredrik Gulbrandsen,Norway,ST,72,27,1,72,Medipol Basaksehir FK ,62.0,10.0
204220,24,69,73,1300000.0,3000.0,Curtis Edwards,England,CM,67,26,0,70,Djurgårdens IF ,54.0,-2.0
212156,24,69,74,1400000.0,5000.0,Sebastián Rincón,Colombia,ST|RM|RW,67,26,0,67,Club Atlético Aldosivi ,4.0,-72.0
213692,22,69,77,1500000.0,6000.0,Joshua Harrop,England,LM|CAM,69,24,1,74,Preston North End ,54.0,-2.0
165564,30,69,69,675000.0,2000.0,Adam Larsen Kwarasey,Ghana,GK,66,32,1,66,Vålerenga Fotball ,8.0,-2.0
240316,23,69,75,1200000.0,5000.0,Cláudio Falcão,Brazil,CB|CDM|CM,73,26,1,77,Desportivo das Aves ,-10.0,-55.0
243388,20,69,80,1600000.0,10000.0,Borna Sosa,Croatia,LB,69,22,3,78,VfB Stuttgart ,45.17,15.5
181436,29,69,69,825000.0,7000.0,Damien Marcq,France,CDM|CM,68,31,0,68,SV Zulte Waregem ,46.0,2.0
221885,23,69,76,1200000.0,15000.0,Paul Seguin,Germany,RB|CDM,70,25,0,75,SpVgg Greuther Fürth ,51.0,9.0
219582,26,69,72,1100000.0,12000.0,Steven Fortes,Cape Verde,CB,69,28,0,71,Racing Club de Lens ,16.0,-24.0
232894,24,69,72,1100000.0,5000.0,Takuya Iwanami,Japan,CB,68,26,1,72,Urawa Red Diamonds ,36.0,138.0
202175,31,69,69,950000.0,4000.0,Matthías Vilhjálmsson,Iceland,ST|CF,68,33,0,68,Vålerenga Fotball ,65.0,-18.0
213951,27,69,69,700000.0,3000.0,Helton Leite,Brazil,GK,75,29,1,77,Boavista FC ,-10.0,-55.0
216255,23,69,76,1500000.0,18000.0,Marvin Stefaniak,Germany,LM|LW,68,25,0,71,SpVgg Greuther Fürth ,51.0,9.0
226495,23,69,75,1500000.0,3000.0,Sergio Santos,Brazil,ST|LW,69,25,2,74,Philadelphia Union ,-10.0,-55.0
230079,22,69,78,1600000.0,11000.0,Aldo Kalulu,France,ST|RM,68,24,1,74,Swansea City ,46.0,2.0
182207,32,69,69,600000.0,10000.0,David Stockdale,England,GK,67,34,1,67,Wycombe Wanderers ,54.0,-2.0
183743,30,69,69,675000.0,10000.0,Alfonso Blanco,Mexico,GK,69,32,0,69,Pachuca ,23.0,-102.0
186559,28,69,69,1000000.0,20000.0,Jacob Butterfield,England,CDM|CM,66,30,0,66,Luton Town ,54.0,-2.0
184512,29,69,69,825000.0,2000.0,Denis Tonucci,Italy,CB,69,31,0,69,Castellammare di Stabia ,42.83,12.83
236993,23,69,76,1200000.0,3000.0,Nick Lima,United States,RB|LB,69,25,0,72,San Jose Earthquakes ,38.0,-97.0
214980,28,69,69,1100000.0,3000.0,Juan Caicedo,Colombia,ST,70,31,0,70,Independiente Medellín ,4.0,-72.0
222404,22,69,77,1500000.0,18000.0,Mathias Normann,Norway,CDM|CM,72,24,6,79,Free Agents ,62.0,10.0
225476,22,69,75,1400000.0,12000.0,Cheick Keita,Mali,LB|LWB|LW,67,24,0,72,Birmingham City ,17.0,-4.0
187076,29,69,69,1100000.0,4000.0,Stephan Hain,Germany,ST,68,31,0,68,SpVgg Unterhaching ,51.0,9.0
201925,25,69,72,1100000.0,3000.0,Kevin Kraus,Germany,CB,66,27,0,66,1. FC Kaiserslautern ,51.0,9.0
228805,26,69,72,1100000.0,4000.0,Raillo,Spain,CB,73,28,0,75,RCD Mallorca ,40.0,-4.0
230598,21,69,77,1500000.0,4000.0,Jaime Carreño,Chile,CDM|CM,69,23,1,77,Club Deportivo Oriente Petrolero ,-30.0,-71.0
231110,23,69,78,1400000.0,9000.0,Patrick Erras,Germany,CB|CDM|CM,69,25,1,74,1. FC Nürnberg ,51.0,9.0
169158,31,69,69,700000.0,5000.0,Jordens Peters,Netherlands,CB,68,33,0,68,Willem II ,52.5,5.75
215751,24,69,75,1500000.0,12000.0,Gaetano Monachello,Italy,ST,68,26,0,71,Venezia ,42.83,12.83
230343,30,69,69,750000.0,7000.0,Jonaldo Monteiro,Brazil,LB|LWB|LM|LW,69,20,0,69,Chapecoense ,-10.0,-55.0
239303,24,69,74,1400000.0,4000.0,Yusupha Njie,Gambia,ST,70,26,2,71,Boavista FC ,13.47,-16.57
187591,33,69,69,525000.0,2000.0,Paulo Garcés,Chile,GK,68,35,1,68,Curicó Unido ,-30.0,-71.0
231624,26,69,70,1300000.0,12000.0,Fabian Schleusener,Germany,ST|RM|LM,69,28,0,69,1. FC Nürnberg ,51.0,9.0
227785,25,69,72,1300000.0,6000.0,Cristian Guanca,Argentina,ST|CAM,72,27,1,73,Al Shabab ,-34.0,-64.0
192201,29,69,69,700000.0,2000.0,Peter Abrahamsson,Sweden,GK,69,32,0,69,BK Häcken ,62.0,15.0
219594,24,69,74,1400000.0,2000.0,Andrea Barberis,Italy,CDM|CM,69,26,2,72,Crotone ,42.83,12.83
223690,25,69,73,975000.0,5000.0,Sergio Rochet,Uruguay,GK,67,27,0,71,Club Nacional de Football ,-33.0,-56.0
239050,25,69,71,1100000.0,6000.0,Sadik Çiftpinar,Turkey,CB,69,27,1,71,Fenerbahçe SK ,39.0,35.0
201163,28,69,69,825000.0,1000.0,Michal Frydrych,Czech Republic,RB|CB,72,30,0,72,SK Slavia Praha ,49.75,15.5
235467,24,69,75,1400000.0,9000.0,Marcelino Moreno,Argentina,CM|RW|LW,75,26,0,80,Club Atlético Lanús ,-34.0,-64.0
198348,27,69,69,1100000.0,4000.0,Mathias Autret,France,LM|CAM,73,29,1,73,Stade Brestois 29 ,46.0,2.0
210380,25,69,72,1300000.0,9000.0,Dimitris Diamantakos,Greece,ST,69,27,0,70,FC St. Pauli ,39.0,22.0
220876,21,69,79,1700000.0,10000.0,Franck Honorat,France,RM,70,23,0,79,AS Saint-Étienne ,46.0,2.0
159436,39,69,69,70000.0,1000.0,Robinson Zapata,Colombia,GK,67,41,0,67,Jaguares Fútbol Club ,4.0,-72.0
195020,27,69,70,1200000.0,13000.0,David Davis,England,CDM|CM,69,29,0,69,Charlton Athletic ,54.0,-2.0
220621,22,69,75,1400000.0,19000.0,Saïd Benrahma,Algeria,RM|RW|LW,76,24,29,81,Brentford ,28.0,3.0
235981,22,69,77,1300000.0,11000.0,Patrick Burner,France,RB,72,24,1,76,OGC Nice ,46.0,2.0
222926,24,69,74,1200000.0,8000.0,Adama Mbengue,Senegal,LB,67,26,0,70,Stade Malherbe Caen ,14.0,-14.0
214991,24,69,74,1200000.0,10000.0,Jessy Pi,France,CDM|CM,69,26,0,72,Stade Malherbe Caen ,46.0,2.0
219087,21,69,77,1300000.0,4000.0,Sebastián Vegas,Chile,LB|CB,74,23,3,81,Monarcas Morelia ,-30.0,-71.0
184527,29,69,69,1000000.0,3000.0,Mattia Mustacchio,Italy,ST|RM|RW,70,31,2,70,Crotone ,42.83,12.83
203216,27,69,70,975000.0,5000.0,Héctor,Spain,LB,68,29,0,68,CD Numancia ,40.0,-4.0
210129,29,69,69,0.0,0.0,Gergo Lovrencsics,Hungary,RB,71,31,4,71,Free Agents ,47.0,20.0
210385,24,69,75,1100000.0,3000.0,Rui Silva,Portugal,GK,78,26,2,83,Granada CF ,39.5,-8.0
166097,31,69,69,650000.0,6000.0,Fatih Öztürk,Turkey,GK,68,33,0,68,Kasimpasa SK ,39.0,35.0
198354,28,69,69,1100000.0,8000.0,Jhonathan Ramis,Uruguay,ST|LM,58,30,0,58,Club Atlético Tigre ,-33.0,-56.0
222930,24,69,74,1200000.0,7000.0,Tarkan Serbest,Turkey,CB|CDM|CM,68,26,0,72,Kasimpasa SK ,39.0,35.0
226002,23,69,74,1200000.0,6000.0,Miguel Araujo,Peru,CB,70,25,0,75,FC Emmen ,-10.0,-76.0
202451,28,69,71,1000000.0,1000.0,Ludek Pernica,Czech Republic,CB,72,30,0,73,Viktoria Plzen ,49.75,15.5
219091,23,69,78,1400000.0,3000.0,Juan Fuentes,Chile,CB|CDM|CM,70,25,1,77,Estudiantes de La Plata ,-30.0,-71.0
222163,29,69,69,1000000.0,4000.0,Róbert Pich,Slovakia,RM|CAM,68,31,1,68,Slask Wroclaw ,48.67,19.5
168403,32,69,69,600000.0,3000.0,Raffaele Schiavi,Italy,CB,66,34,0,66,Cosenza ,42.83,12.83
234195,22,69,76,1200000.0,4000.0,Django Warmerdam,Netherlands,LB|LM,68,24,0,73,FC Groningen ,52.5,5.75
235987,21,69,80,1600000.0,5000.0,Iván Gómez,Argentina,CDM|CM,72,23,2,83,Estudiantes de La Plata ,-34.0,-64.0
174547,35,69,69,250000.0,2000.0,José Rojas,Chile,LB|CB,69,37,0,69,Curicó Unido ,-30.0,-71.0
226772,27,69,70,1000000.0,7000.0,Joaquín Laso,Argentina,RB|CB,73,30,0,73,Rosario Central ,-34.0,-64.0
172756,32,69,69,600000.0,5000.0,Tomasz Jodlowiec,Poland,CDM,67,34,2,67,Piast Gliwice ,52.0,20.0
208597,23,69,74,1200000.0,10000.0,Hjörtur Hermannsson,Iceland,CB,67,25,0,72,Brøndby IF ,65.0,-18.0
213717,27,69,69,1100000.0,3000.0,Petteri Forsell,Finland,ST,67,29,0,67,Korona Kielce ,64.0,26.0
214998,33,69,69,425000.0,7000.0,Mauro Bogado,Argentina,CDM|CM,70,35,1,70,Club Atlético Huracán ,-34.0,-64.0
216534,27,69,69,1100000.0,8000.0,Roberto Rodriguez,Switzerland,LM|CAM|LW,66,30,0,66,KFC Uerdingen 05 ,47.0,8.0
232406,24,69,72,1100000.0,10000.0,Robin Krauße,Germany,CDM|CM,67,26,0,72,FC Ingolstadt 04 ,51.0,9.0
236246,20,69,82,2000000.0,28000.0,Ovie Ejaria,England,LM|CM|CAM,73,22,6,83,Reading ,54.0,-2.0
158167,31,69,69,700000.0,8000.0,Mario Sonnleitner,Austria,CB,69,33,0,69,SK Rapid Wien ,47.33,13.33
182743,31,69,69,650000.0,17000.0,Thorsten Kirschbaum,Germany,GK,67,33,0,67,VVV-Venlo ,51.0,9.0
202456,29,69,69,1100000.0,5000.0,John Verhoek,Netherlands,ST,65,31,0,65,FC Hansa Rostock ,52.5,5.75
208856,28,69,69,825000.0,4000.0,Quentin Bernard,France,LB,70,31,0,70,AJ Auxerre ,46.0,2.0
148696,34,69,69,300000.0,3000.0,Espen Ruud,Norway,RB,69,36,0,69,Odds BK ,62.0,10.0
183513,29,69,70,825000.0,12000.0,Jens Grahl,Germany,GK,67,31,1,67,VfB Stuttgart ,51.0,9.0
209371,32,69,69,575000.0,5000.0,Bram van Polen,Netherlands,LB|CB,68,34,0,68,PEC Zwolle ,52.5,5.75
226523,22,69,75,1200000.0,3000.0,Franz Brorsson,Sweden,CB,66,24,1,70,Esbjerg fB ,62.0,15.0
228827,20,69,80,1600000.0,3000.0,Jeando Fuchs,Cameroon,CDM|CM,69,22,2,77,D. Alavés ,6.0,12.0
230107,22,69,79,1700000.0,9000.0,Lassana Coulibaly,Mali,CDM|RM|CM,68,24,0,74,KSV Cercle Brugge ,17.0,-4.0
179931,31,69,69,700000.0,4000.0,Cédric Avinel,France,CB,69,33,0,69,Athlétic Club Ajaccio ,46.0,2.0
223452,28,69,69,1100000.0,24000.0,Mugdat Çelik,Turkey,ST|LM|CAM,68,30,2,68,Gazisehir Gaziantep Futbol Kulübü ,39.0,35.0
236508,22,69,77,1300000.0,9000.0,Adrián Diéguez,Spain,CB,68,24,1,76,AD Alcorcón ,40.0,-4.0
193244,31,69,69,650000.0,3000.0,Bobby Shuttleworth,United States,GK,66,33,0,66,Chicago Fire Soccer Club ,38.0,-97.0
208861,30,69,69,775000.0,3000.0,Johan Gastien,France,CDM,70,32,1,70,Clermont Foot 63 ,46.0,2.0
223709,27,69,71,850000.0,5000.0,Ali Sasal Vural,Turkey,GK,66,30,1,68,Sivasspor ,39.0,35.0
228829,27,69,71,1000000.0,12000.0,Marc Roberts,England,CB,70,30,0,70,Birmingham City ,54.0,-2.0
239837,19,69,83,2200000.0,3000.0,Alexis Mac Allister,Argentina,CM|CAM|LW,76,21,20,86,Brighton & Hove Albion ,-34.0,-64.0
193757,26,69,73,1100000.0,5000.0,Edu Ramos,Spain,CDM|CM,70,28,0,71,Cádiz CF ,40.0,-4.0
240095,23,69,77,1300000.0,14000.0,Leo Štulac,Slovenia,CDM|CM,70,25,0,77,Empoli ,46.0,15.0
184287,28,69,69,1100000.0,8000.0,Marco Schönbächler,Switzerland,RM|LM,69,30,1,69,FC Zürich ,47.0,8.0
194783,27,69,69,1100000.0,15000.0,Niccolò Giannetti,Italy,ST|LW,69,29,1,69,Salerno ,42.83,12.83
199904,25,69,73,975000.0,7000.0,Jesse Joronen,Finland,GK,75,27,0,77,Brescia ,64.0,26.0
222944,24,69,73,1400000.0,5000.0,Pablo Pérez,Spain,ST|RM|CAM,67,26,1,70,R. Sporting ,40.0,-4.0
204513,25,69,71,900000.0,8000.0,Maxime Dupé,France,GK,71,27,1,73,Clermont Foot 63 ,46.0,2.0
213729,22,69,81,1500000.0,2000.0,Sondre Rossbach,Norway,GK,70,24,0,77,Odds BK ,62.0,10.0
216289,24,69,73,1400000.0,4000.0,Mark Diemers,Netherlands,ST|CAM|CF,72,26,0,74,Fortuna Sittard ,52.5,5.75
230625,23,69,73,1100000.0,4000.0,Matheus Reis,Brazil,LB,75,25,0,79,Rio Ave FC ,-10.0,-55.0
203746,23,69,74,1400000.0,12000.0,Jon Toral,Spain,RM|CM|CAM,68,25,1,73,Hull City ,40.0,-4.0
215266,25,69,74,1400000.0,4000.0,Lucas Melano,Argentina,ST|RM|LM,67,27,1,68,Atlético Tucumán ,-34.0,-64.0
166114,31,69,69,950000.0,5000.0,Colin Kazim-Richards,Turkey,ST,68,33,1,68,Pachuca ,39.0,35.0
244194,25,69,76,1200000.0,4000.0,Peter Haring,Austria,CB|CDM|CM,71,27,2,75,Heart of Midlothian ,47.33,13.33
226787,23,69,77,1500000.0,8000.0,Santiago Rosales,Argentina,RM|LM|RW,67,25,0,70,Patronato ,-34.0,-64.0
237283,23,69,78,1600000.0,9000.0,Nicolás Reniero,Argentina,ST|CAM,73,25,3,78,Racing Club ,-34.0,-64.0
237539,20,69,81,1900000.0,6000.0,Luther Singh,South Africa,RW|LW,73,22,1,80,Moreirense FC ,-29.0,24.0
239331,22,69,76,1500000.0,5000.0,Giorgi Papunashvili,Georgia,RM|CAM,68,24,0,74,Real Racing Club ,42.0,43.5
189155,29,69,69,800000.0,4000.0,Samuel Souprayen,France,LB|CB,69,31,1,69,AJ Auxerre ,46.0,2.0
190435,29,69,70,825000.0,4000.0,Tomeu Nadal,Spain,GK,73,31,0,73,Albacete BP ,40.0,-4.0
222692,23,69,72,1100000.0,8000.0,Benno Schmitz,Germany,RB|CB,71,25,2,74,1. FC Köln ,51.0,9.0
229348,20,69,81,1600000.0,23000.0,Antonee Robinson,United States,LB|LWB|LW,72,22,5,81,Wigan Athletic ,38.0,-97.0
235236,26,69,72,1300000.0,4000.0,Issam Jebali,Tunisia,ST|LM,68,28,0,68,Odense Boldklub ,34.0,9.0
189412,27,69,72,1100000.0,19000.0,Loïc Damour,France,CDM|CM,66,29,0,66,Heart of Midlothian ,46.0,2.0
209637,29,69,69,825000.0,3000.0,Marco Modolo,Italy,RB|CB,69,31,1,69,Venezia ,42.83,12.83
221413,23,69,79,1500000.0,5000.0,Rodrigo Echeverría,Chile,RB|CB|CM,68,25,0,73,CD Everton de Viña del Mar ,-30.0,-71.0
222693,23,69,74,1400000.0,8000.0,Héctor Fertoli,Argentina,RM|LM|RW,69,25,0,72,Racing Club ,-34.0,-64.0
230117,27,69,71,850000.0,3000.0,Jhonatan,Brazil,GK,71,29,0,72,Vitória Guimarães ,-10.0,-55.0
228326,24,69,76,1200000.0,4000.0,Brian Oliván,Spain,LB,70,26,0,73,Girona FC ,40.0,-4.0
239590,27,69,71,1000000.0,2000.0,Ramiro González,Argentina,CB,69,29,1,69,Club León ,-34.0,-64.0
239846,24,69,75,1100000.0,1000.0,Panagiotis Tsintotas,Greece,GK,71,27,0,74,AEK Athens ,39.0,22.0
187110,29,69,69,800000.0,16000.0,Miguel Ponce,Mexico,LB,69,31,1,69,Guadalajara ,23.0,-102.0
193510,33,69,69,425000.0,5000.0,Diego Novaretti,Argentina,CB,70,35,1,70,Rosario Central ,-34.0,-64.0
223207,25,69,71,0.0,0.0,Ádám Lang,Hungary,CB,71,27,0,73,Free Agents ,47.0,20.0
233959,22,69,79,1700000.0,10000.0,Sebastián Villa,Colombia,RM|LM|RW,75,24,12,81,Boca Juniors ,4.0,-72.0
242663,19,69,81,1600000.0,4000.0,Sebastiaan Bornauw,Belgium,CB,75,21,8,83,1. FC Köln ,50.83,4.0
177895,30,69,69,1000000.0,7000.0,Aydin Karabulut,Turkey,LM,67,32,0,67,MKE Ankaragücü ,39.0,35.0
233960,21,69,81,1700000.0,7000.0,Lukas Mühl,Germany,CB,71,23,1,78,1. FC Nürnberg ,51.0,9.0
234728,20,69,82,2000000.0,9000.0,László Bénes,Slovakia,CM|CAM,75,22,5,81,Borussia Mönchengladbach ,48.67,19.5
184040,28,69,72,925000.0,10000.0,Martin Hansen,Denmark,GK,66,30,2,67,Hannover 96 ,56.0,10.0
196072,36,69,69,325000.0,4000.0,Rodrigo Millar,Chile,CM,72,38,0,72,Monarcas Morelia ,-30.0,-71.0
211177,25,69,72,1300000.0,4000.0,Arnór Ingvi Traustason,Iceland,RM,71,27,2,71,Malmö FF ,65.0,-18.0
218345,28,69,69,1100000.0,7000.0,Jonathan Zacaría,Argentina,LB|LM|LW,67,30,1,67,Universidad de Chile ,-34.0,-64.0
177129,32,69,69,600000.0,12000.0,Adam Bodzek,Poland,CB|CDM,70,34,0,70,Fortuna Düsseldorf ,52.0,20.0
202474,27,69,71,1000000.0,2000.0,Aníbal Capela,Portugal,CB,68,29,0,69,Cosenza ,39.5,-8.0
211946,27,69,71,850000.0,3000.0,Markus Kolke,Germany,GK,69,29,0,70,FC Hansa Rostock ,51.0,9.0
230378,34,69,69,325000.0,14000.0,Emidio Hoffman,Brazil,RB|CB,69,24,1,69,Atlético Mineiro ,-10.0,-55.0
241130,19,69,80,1800000.0,8000.0,Ignatius Ganago,Cameroon,ST|RW|LW,72,21,8,78,OGC Nice ,6.0,12.0
220395,21,69,77,1600000.0,4000.0,Mula,Spain,RM|LM,69,24,0,76,AD Alcorcón ,40.0,-4.0
202220,29,69,69,1100000.0,5000.0,CJ Sapong,United States,ST|LM,71,31,0,71,Chicago Fire Soccer Club ,38.0,-97.0
213228,24,69,73,1200000.0,5000.0,Samuel Asamoah,Ghana,CDM|CM,70,26,0,74,Sint-Truidense VV ,8.0,-2.0
215020,24,69,75,1400000.0,6000.0,Juan Ignacio Cavallaro,Argentina,LM|CAM,71,26,0,74,Club Atlético Tigre ,-34.0,-64.0
228332,20,69,80,1600000.0,17000.0,Hamza Choudhury,England,CDM|CM,74,22,6,80,Leicester City ,54.0,-2.0
172780,30,69,69,1000000.0,7000.0,Brett Pitman,England,ST|CF,66,32,0,66,Portsmouth ,54.0,-2.0
193772,27,69,70,0.0,0.0,Ádám Kovácsik,Hungary,GK,69,29,1,70,Free Agents ,47.0,20.0
232429,28,69,69,1100000.0,4000.0,Kengo Kawamata,Japan,ST,67,30,0,67,Júbilo Iwata ,36.0,138.0
226798,25,69,75,1200000.0,8000.0,Mauricio Martínez,Argentina,CB|CDM|CM,72,27,0,75,Racing Club ,-34.0,-64.0
236270,25,69,76,0.0,0.0,Jefferson Orejuela,Ecuador,CDM|CM,67,27,1,70,Gallos Blancos de Querétaro ,-2.0,-77.5
236271,26,69,74,1200000.0,4000.0,Luis Caicedo,Ecuador,CB,68,28,0,69,LDU Quito ,-2.0,-77.5
237807,19,69,81,1800000.0,4000.0,Dylan Vente,Netherlands,ST,67,21,0,74,RKC Waalwijk ,52.5,5.75
211952,25,69,71,1300000.0,7000.0,Maximilian Thiel,Germany,RM|LM,67,27,0,67,1. FC Heidenheim 1846 ,51.0,9.0
212208,26,69,71,1100000.0,6000.0,Leonel Galeano,Argentina,CB,71,28,0,73,Club Atlético Aldosivi ,-34.0,-64.0
228080,20,69,81,1600000.0,13000.0,Felix Passlack,Germany,RB|RM,68,22,18,78,Fortuna Sittard ,51.0,9.0
186352,28,69,69,850000.0,4000.0,Tommy Smith,New Zealand,CB,68,30,1,68,Sunderland ,-41.0,174.0
200689,26,69,71,1200000.0,7000.0,Ryan Leonard,England,CDM|CM,68,28,0,70,Millwall ,54.0,-2.0
229361,23,69,77,1300000.0,4000.0,Undabarrena,Spain,CDM|CM,68,25,0,74,CD Tenerife ,40.0,-4.0
212210,21,69,77,1600000.0,6000.0,Richairo Zivkovic,Netherlands,ST|CF,68,23,6,73,Sheffield United ,52.5,5.75
213746,28,69,69,1100000.0,4000.0,Arsénio,Portugal,RM|RW,73,30,0,73,Al Fayha ,39.5,-8.0
223730,28,69,69,1100000.0,8000.0,Tom van Weert,Netherlands,ST,68,30,0,68,Aalborg BK ,52.5,5.75
230386,34,69,69,325000.0,7000.0,Césario Figueirido,Brazil,CB,71,24,0,71,Club Athletico Paranaense ,-10.0,-55.0
